property_title,property_name,property_region,price_ttl,price_sqm,bedrooms,livingrooms,building_area,directions1,directions2,decoration,hml,building_height,building_year,building_style,followers,pub_days,near_subway,two_year,taxfree,haskey,vr,price_date,building_age
业主自住装修 高楼层 采光好 满五唯一没有个税,万科金色城市23地块,白沙洲,99,10646,3,2,93,南,,精装,高,34,NA,板楼,3,2个月,0,0,1,1,VR看装修,2024-01-31,NA
塔子湖 8号线中一路地铁站 融创品质 精装三房 老证,融创公园壹号三期,塔子湖,205,19577,3,2,104.72,南,北,精装,中,48,NA,板塔结合,11,2个月,1,1,0,0,VR看装修,2024-01-31,NA
武胜路地铁 凯德广场 高层两房采光视野好 明厨明卫,江山如画四期,集贤,167,20216,2,2,82.61,南,,简装,中,33,NA,板楼,2,2个月,1,1,0,1,VR看装修,2024-01-31,NA
老证 后期费用低 精装 中间楼层 交通方便 配套齐全,美联奥林匹克花园二期,常青花园,89,14493,2,1,61.41,南,,精装,中,33,NA,板楼,0,2个月,0,0,1,1,NA,2024-01-31,NA
茉莉公馆大阳台，30万精装修，环保实木，全屋暖气,保利茉莉公馆,关山大道,206,22869,3,2,90.08,南,,精装,低,34,NA,板塔结合,3,2个月,0,0,1,0,NA,2024-01-31,NA
业主急售置换 双地铁口 满五年 中装大两居,歌林花园,盘龙城,73,7612,2,2,95.91,南,,简装,高,18,NA,板楼,4,2个月,1,0,1,1,VR看装修,2024-01-31,NA
鹦鹉花园 两房临地铁 交通便利采光 视野佳,鹦鹉花园,钟家村,159,17463,2,1,91.05,东南,,简装,低,6,NA,板楼,0,2个月,0,0,0,1,NA,2024-01-31,NA
东立国际三房两卫 高楼层 全新装修一次未住 诚心出售,东立国际,二七,176,17662,3,2,99.65,东南,,精装,高,18,NA,塔楼,3,2个月,1,0,0,1,VR看装修,2024-01-31,NA
急售 近地铁 户型方正 采光好,汀香水榭,金银湖,98,6847,4,2,143.13,南,,简装,高,6,NA,板楼,8,2个月,0,0,0,1,NA,2024-01-31,NA
三环内 双地铁口，通透三房，单价低，2014年底建成,明泽第六区,珞狮南路,103.8,10139,3,2,102.38,南,北,毛坯,低,33,NA,板楼,8,2个月,1,0,0,1,VR看装修,2024-01-31,NA
华润央企，南北通透， 自住精装修，采光无遮挡,华润翡翠城三期,长丰常码头,155,12619,3,1,122.84,南,北,精装,高,56,NA,板楼,3,2个月,0,0,0,1,VR看装修,2024-01-31,NA
山海观 精装修 小三房 1月证满两年小区环境好依山傍水,山海观,盘龙城,77,8676,3,2,88.76,南,北,精装,中,34,NA,塔楼,1,2个月,0,1,0,1,NA,2024-01-31,NA
单价低 采光好，中间楼层，总价低。,丹亭懿府,百步亭,198,12852,4,2,154.07,南,北,毛坯,中,34,NA,板楼,3,2个月,1,1,0,1,VR看装修,2024-01-31,NA
华科旁华润琨瑜府通透三房，楼层佳满五税费低随时看房,琨瑜府三期,关山大道,315,24531,3,2,128.41,南,北,毛坯,低,57,NA,板塔结合,3,2个月,1,1,0,1,NA,2024-01-31,NA
楼层 楼栋好 主力小三房 当毛坯买也华算,幸福湾星澜,堤角,111.2,11376,3,2,97.75,南,,简装,中,46,NA,板楼,3,6个月,1,1,0,1,VR看装修,2024-01-31,NA
碧桂园生态城依云精装三房两卫，中间好楼层，满二,碧桂园生态城依云,光谷东,128,10073,3,2,127.08,南,,精装,中,18,NA,板楼,7,4个月,0,0,1,1,NA,2024-01-31,NA
店长推荐//汇龙花园3房 //老证 免增值税// 育才行知旁,汇龙花园,后湖,105,9576,3,2,109.65,南,,简装,高,6,NA,板楼,1,10个月,0,0,1,1,VR看装修,2024-01-31,NA
东湖边电梯房！港式园林小区，弧形落地大阳台，观湖！,东湖香榭水岸,中北路,368,21595,4,2,170.41,南,北,精装,中,22,NA,塔楼,4,3个月,1,1,0,1,NA,2024-01-31,NA
房子满五唯一无个税，中高层 视野好,东方明珠,后湖,168,12952,3,2,129.71,南,北,简装,高,18,NA,板楼,6,6个月,1,0,1,1,VR看装修,2024-01-31,NA
安普顿精装三房 小区中间位置 看房方便,当代安普顿小镇,三环南,198,17024,3,2,116.31,南,,精装,低,33,NA,板楼,0,3个月,0,1,0,1,VR看装修,2024-01-31,NA
保利心语八期精装小三房，满五年唯一，看房方便！,保利心语八期,珞狮南路,159,16460,3,2,96.6,南,,精装,高,32,NA,板塔结合,5,4个月,1,0,1,1,VR看装修,2024-01-31,NA
锦城大四房，楼层好，诚售随时可看房,中国核建锦城,蔡甸城区,105,6303,4,2,166.6,南,北,精装,高,33,NA,板楼,4,6个月,1,1,0,1,NA,2024-01-31,NA
绿地光谷城 双公园双地铁 满二精装修 采光视野好,绿地光谷中心城,光谷东,305,17570,4,2,173.6,南,,精装,低,26,NA,板楼,92,NA,1,1,0,1,VR看装修,2024-01-31,NA
业主诚心出售，带家具家电，看小区园林，婚房装修,融创观澜壹号西区,金银湖,108,10420,3,2,103.65,南,,精装,低,47,NA,板楼,2,NA,0,1,0,1,VR看装修,2024-01-31,NA
东湖旁中间楼层 通透大三房 集中供暖 光线好,华中电力梨园小区西区北区,东湖东亭,156,12597,3,1,123.84,南,,精装,中,5,NA,塔楼,3,3个月,1,0,1,1,NA,2024-01-31,NA
地铁口 自住精装修 复式楼 拎包入住,东原启城一期,白沙洲,203,17485,4,2,116.1,南,,精装,中,48,NA,塔楼,16,10个月,1,1,0,1,NA,2024-01-31,NA
总监推荐纽宾凯锦城楼层好，提前预约，看房方便。,汉City国际社区牵手里,四新,145,15870,3,2,91.37,南,,精装,高,33,NA,板塔结合,0,3个月,0,1,0,1,VR看装修,2024-01-31,NA
精装 永旺旁 地铁2号金银潭站 配套齐全 交通方便,美联奥林匹克花园六期,常青花园,155,15700,3,2,98.73,南,北,精装,中,26,NA,板楼,0,10个月,1,1,0,0,NA,2024-01-31,NA
武昌滨江 江景大平层 百万装修 高楼层 采光视野好,绿地国际金融城二期,积玉桥,630,24470,4,2,257.46,南,北,精装,高,43,NA,板楼,5,6个月,0,0,1,1,VR看装修,2024-01-31,NA
联投三期 开发商精装三房，位置安静，采光优异,联投龙湾三期,文化大道,83,8893,3,2,93.34,南,北,精装,低,18,NA,板楼,52,NA,0,1,0,1,VR看装修,2024-01-31,NA
佛祖岭，水晶郦都边户三房，中间楼层，满五唯一，急售,水晶郦都,金融港,113,11757,3,2,96.12,南,北,简装,中,32,NA,板楼,8,7个月,1,0,1,1,NA,2024-01-31,NA
满庭春小高层 三房两卫 纯毛坯 满二年 楼栋位置较好,光谷满庭春MOMA,光谷东,186,14978,3,2,124.19,南,北,毛坯,中,11,NA,板楼,16,10个月,0,0,1,1,NA,2024-01-31,NA
看房有密码，居家装修。纯边户。,东立国际,二七,119,16198,2,1,73.47,西南,,精装,低,15,NA,塔楼,3,4个月,1,0,1,1,NA,2024-01-31,NA
金珠港湾毛坯现房诚心出售！可以任意装饰！,金珠港湾,金银湖,90,7065,3,1,127.39,南,,毛坯,低,6,NA,板楼,6,10个月,0,0,1,1,VR看装修,2024-01-31,NA
楼栋好楼层好 视野开阔无遮挡 业主诚心出售,保利新武昌K4地块,白沙洲,184.5,17997,3,2,102.52,南,,精装,中,33,NA,板楼,6,9个月,1,1,0,1,VR看装修,2024-01-31,NA
临地铁 毛坯三房 交通便利 户型楼层好,平江壹号,阳逻,50,3952,3,2,126.53,南,,毛坯,高,23,NA,板楼,2,11个月,1,0,1,1,VR看装修,2024-01-31,NA
诚心急售 保利时代南区 精装修 南北通透三房两卫 满二,保利时代南区,民族大道,349,29667,3,2,117.64,南,北,精装,高,33,NA,板塔结合,14,7个月,0,1,0,1,VR看装修,2024-01-31,NA
金地莱茵 经典三房 南北通透 视野采光好 满五不唯一！,金地格林小城莱茵区,新南湖,278,21770,3,2,127.7,南,北,精装,中,11,NA,塔楼,4,3个月,1,0,1,1,VR看装修,2024-01-31,NA
电梯房 生态花园 南北通透 成熟小区,后湖生态花园荷花苑,后湖,139,10047,3,2,138.35,南,北,精装,高,8,NA,板楼,9,5个月,1,0,1,1,NA,2024-01-31,NA
中高楼层视野好，纯毛坯三房出售。,福星惠誉榜YOUNG,百步亭,165,16225,3,2,101.7,南,,毛坯,高,39,NA,塔楼,2,9个月,1,0,1,1,VR看装修,2024-01-31,NA
满五唯一无贷款，不邻三环，边户前排看湖，房东急售,名湖豪庭,三环南,145,13682,3,2,105.98,北,,简装,低,33,NA,塔楼,2,3个月,0,0,1,1,VR看装修,2024-01-31,NA
婚房装修，保养如新，老证，采光充足，诚意出售。,幸福时代三期,百步亭,130,15835,2,2,82.1,南,,其他,高,32,NA,塔楼,1,8个月,0,0,1,1,VR看装修,2024-01-31,NA
瑞景天成 地铁口 精装老证 未住人 好楼层 行知+卫育,瑞景天成,后湖,138,16950,2,2,81.42,南,,精装,中,46,NA,板塔结合,20,NA,0,1,0,1,VR看装修,2024-01-31,NA
一梯两户小高层，公摊小，纯毛坯老证,鼎盛华城,后湖,215,16547,3,2,129.94,南,北,毛坯,高,11,NA,板塔结合,15,10个月,0,0,1,1,NA,2024-01-31,NA
精装修大三居室融侨锦江好价好房,融侨锦江,宗关,230,18630,3,2,123.46,南,,精装,高,41,NA,板楼,7,NA,1,1,0,1,VR看装修,2024-01-31,NA
三环内软件园，光谷自由城大三房，证满2年随时可看,光谷自由城,民族大道,162,13451,3,2,120.44,南,北,精装,低,32,NA,板楼,0,3个月,0,0,1,1,NA,2024-01-31,NA
老证满二，洋房区，毛坯三房，露台8平米，视野开阔,中铁世纪金桥,四新,127,13316,3,1,95.38,南,,毛坯,低,39,NA,板塔结合,1,5个月,0,1,0,1,NA,2024-01-31,NA
阳光丽舍，小高层，电梯房，红领巾+一初,阳光丽舍,长港路,215,16453,3,2,130.68,东,西,精装,中,11,NA,塔楼,1,6个月,0,0,1,1,NA,2024-01-31,NA
5号地铁口中间楼层电梯房产证满五，户型 方正,新鑫佳苑,白沙洲,138,10340,4,2,133.47,南,北,精装,低,11,NA,板楼,11,NA,1,0,1,1,NA,2024-01-31,NA
万科汉口传奇精装三房业主从来没有住过次新房值得推荐,万科汉口传奇,杨汊湖,194,20560,3,2,94.36,南,,精装,低,36,NA,塔楼,2,4个月,0,0,1,1,NA,2024-01-31,NA
花园三房，南边入户带40平院子，带鱼池种花草。,大华南湖公园世家二期,新南湖,300,22608,3,2,132.7,南,北,精装,低,11,NA,板楼,16,4个月,1,0,1,1,VR看装修,2024-01-31,NA
高新大道，业主自住精装修，好楼层带车位,国采光立方,光谷东,270,21840,3,2,123.63,南,北,精装,高,17,NA,板楼,1,6个月,0,0,1,1,NA,2024-01-31,NA
当代国际花园小三房两卫 房东自住保养好,当代国际花园三期,金融港,182,19197,3,2,94.81,南,,精装,高,6,NA,板楼,11,10个月,0,0,1,1,NA,2024-01-31,NA
大花山脚下、一梯两户洋房、毛坯、证满,新华联青年城,纸坊,122,9385,3,2,130,南,北,毛坯,中,6,NA,板楼,1,4个月,0,1,0,1,VR看装修,2024-01-31,NA
邻轻轨1号线，老证，房型方正，配套完善，邻堤角公园,汉口新城二期,堤角,62,10026,2,2,61.84,南,北,简装,中,11,NA,板楼,13,8个月,0,1,0,1,VR看装修,2024-01-31,NA
地铁口天街旁，精装三房，满二 采光视野好，不临街,佳兆业金域天下一期,白沙洲,130,14514,3,2,89.57,南,北,精装,高,34,NA,塔楼,9,6个月,1,0,1,1,VR看装修,2024-01-31,NA
保利三房 南北通透精装好房 好楼层 诚心出售,保利中央公馆,新南湖,217,18654,3,2,116.33,南,北,精装,高,34,NA,塔楼,2,4个月,1,0,1,1,NA,2024-01-31,NA
新小区，精装修，南北朝向，采光通风好。,江南郡,纸坊,109.9,10274,3,2,106.97,南,北,精装,中,26,NA,板楼,0,NA,0,1,0,1,VR看装修,2024-01-31,NA
同安家园四期急售急售通透大户型 满五 装修保养好,统建同安家园,后湖,143,12597,3,2,113.52,南,,精装,低,34,NA,板塔结合,8,8个月,1,0,1,1,VR看装修,2024-01-31,NA
七号线边户三房 户型方正 居家装修 南北通透 诚心卖,保利心语九期,珞狮南路,125,13473,3,2,92.78,南,北,简装,高,33,NA,板塔结合,4,9个月,1,0,1,1,NA,2024-01-31,NA
保利央企 南北通透毛坯，钻石楼层，满五唯一，诚心卖,保利时代北区,民族大道,280,26023,3,2,107.6,南,北,毛坯,高,33,NA,板塔结合,4,5个月,0,0,1,1,NA,2024-01-31,NA
绿色家园，电梯三房，一梯两户，中间楼层随时看房！,绿色家园,杨汊湖,145,11236,3,2,129.05,东南,南,精装,中,12,NA,塔楼,0,6个月,1,1,0,1,VR看装修,2024-01-31,NA
产证满两年，三个房间都有很大的窗户，很亮堂。,东原乐见城三期,珞狮南路,142,13404,3,1,105.94,南,北,精装,中,34,NA,板楼,16,10个月,0,1,0,1,NA,2024-01-31,NA
杨家湾地铁口低公摊三房诚意出售，正地铁口,五环社区,虎泉杨家湾,210,18428,3,2,113.96,南,北,简装,中,7,NA,板楼,4,5个月,1,0,1,1,VR看装修,2024-01-31,NA
证满 中间楼层 采光通风好 交通便利 配套成熟,广场花城,蔡甸城区,52,4444,3,2,117.03,南,,精装,中,7,NA,板楼,6,NA,1,0,1,1,VR看装修,2024-01-31,NA
楚河汉街岳家嘴 二环内4号线地铁口 户型方正南北通透,东沙花园南区,徐东,139,11315,3,2,122.85,南,北,简装,低,34,NA,板楼,8,9个月,0,1,0,1,VR看装修,2024-01-31,NA
中间楼层三房 采光通风俱佳 老证省税 出门即12号线,温馨苑AB区,百步亭,125,11068,3,2,112.94,南,,简装,中,7,NA,板楼,2,10个月,0,0,1,1,VR看装修,2024-01-31,NA
此房证满两年，楼层好，诚心出售，随时看房。,大华铂金瑞府,青山,272,22330,3,2,121.81,南,北,毛坯,高,33,NA,板塔结合,15,7个月,0,1,0,1,VR看装修,2024-01-31,NA
顶楼复式 精装 格局很棒 带露台 视野开阔 可看江,武汉国博新城二期碧园居,四新,205,16142,4,2,127,东南,,精装,高,38,NA,板塔结合,18,4个月,1,0,1,1,NA,2024-01-31,NA
急售，二次精装修三房，看江，公摊小、诚心出售。,复地海上海,钟家村,220,21059,3,2,104.47,南,,精装,中,55,NA,板楼,41,NA,1,1,0,1,NA,2024-01-31,NA
业主30万精装修，小区中间不临街，可以拎包入住,鼎盛华城,后湖,192,14788,3,2,129.84,南,北,精装,低,11,NA,板塔结合,12,5个月,1,1,0,1,VR看装修,2024-01-31,NA
心语南北通透的小三房，拎包入住,保利心语十期,珞狮南路,129.9,14337,3,2,90.61,南,北,精装,高,34,NA,板楼,132,5个月,1,1,0,1,VR看装修,2024-01-31,NA
凤凰小城 三居室 清水毛坯 南北边户,凤凰小城,四新,165,13875,3,2,118.92,南,,毛坯,低,33,NA,板楼,0,8个月,0,1,0,1,VR看装修,2024-01-31,NA
店长主推 通风户型好 满二税少,东原乐见城二期,珞狮南路,165,13199,3,2,125.01,南,,精装,中,26,NA,板楼,11,4个月,1,1,0,1,VR看装修,2024-01-31,NA
江南郡 中间楼层 证满2年 毛坯3房,江南郡,纸坊,105,8824,3,2,119,南,,毛坯,高,26,NA,板楼,0,5个月,0,1,0,1,VR看装修,2024-01-31,NA
堤角轻轨站~幸福湾星澜~花园小区次新房~户型方正老证,幸福湾星澜,堤角,136.5,11600,3,2,117.68,南,北,毛坯,低,46,NA,板楼,3,8个月,1,1,0,1,VR看装修,2024-01-31,NA
地铁口 精装修三房，高楼层，诚心出售，品质物业,保利新武昌K4地块,白沙洲,189,17720,3,1,106.66,南,,精装,高,44,NA,板楼,4,6个月,1,1,0,1,VR看装修,2024-01-31,NA
精装四房 好楼层 满二年 价格可谈 诚心卖,绿地国际理想城三期,光谷南,192,14495,4,2,132.46,南,北,精装,中,33,NA,板楼,14,8个月,0,1,0,1,VR看装修,2024-01-31,NA
碧桂园依云 观山看湖 一线视野 经典三房 业主诚售！,碧桂园生态城依云,光谷东,89,9944,3,2,89.51,南,,精装,高,18,NA,板楼,13,4个月,0,1,0,1,NA,2024-01-31,NA
绿地中央广场C区 三房两厅一厨一卫 业主诚心卖 老证,绿地中央广场C区,四新,100,11373,3,2,87.93,东南,,精装,低,34,NA,板楼,3,4个月,0,1,0,1,VR看装修,2024-01-31,NA
东原启城二期 大三房单价低于同小区 小高层满二,东原启城二期,白沙洲,205,16090,3,2,127.41,南,北,精装,低,24,NA,板楼,62,8个月,1,1,0,1,VR看装修,2024-01-31,NA
12号线地铁口，精装三房，采光无遮,瑞景天成,后湖,138,15344,3,2,89.94,南,,精装,低,46,NA,板塔结合,3,11个月,0,1,0,1,VR看装修,2024-01-31,NA
贝壳优选 佰港城近商圈近地铁 奶油风大三房,南湖名都A区,南湖沃尔玛,215,16972,3,1,126.68,南,北,精装,中,17,NA,塔楼,125,4个月,1,0,1,1,NA,2024-01-31,NA
两层复式楼，总层才5层，舒适度比较高，上下楼舒服,世纪家园,后湖,169,9887,4,3,170.94,东南,,简装,高,6,NA,板楼,19,3个月,0,0,1,1,NA,2024-01-31,NA
万科高尔夫 叠拼别墅 精装修 一天没住过 带车带露出售,万科高尔夫城市花园,金银湖,298,12844,4,2,232.03,南,北,精装,高,7,NA,板塔结合,28,5个月,0,0,1,1,NA,2024-01-31,NA
此房满二，业主诚心出售，中间楼栋，中间楼层！,保利上城东区,白沙洲,109.5,13011,3,2,84.16,北,南,毛坯,中,34,NA,板塔结合,2,3个月,1,1,0,1,VR看装修,2024-01-31,NA
南湖名都A区 3房2厅 精装修一天未住,南湖名都A区,南湖沃尔玛,183,16813,3,2,108.85,南,北,精装,低,18,NA,塔楼,13,3个月,1,0,1,1,VR看装修,2024-01-31,NA
绿地光谷中心城 精装四房 诚心出售 随时看房,绿地光谷中心城,光谷东,265,18807,4,2,140.91,南,,精装,低,33,NA,板楼,2,4个月,1,1,0,1,VR看装修,2024-01-31,NA
广电兰亭时代 地铁口 产证满五年,广电兰亭时代一期,四新,90,12499,3,1,72.01,东南,,简装,低,33,NA,板塔结合,0,3个月,0,0,1,1,VR看装修,2024-01-31,NA
欣馨家园 证满五年唯一 公摊小 中百广场旁 精装修,欣馨家园,纸坊,110,8662,3,2,127,南,北,精装,低,6,NA,板楼,1,11个月,1,0,1,1,VR看装修,2024-01-31,NA
百步亭稀有小高层电梯4房，户型通透，楼层好采光棒！,百步亭花园世博园,百步亭,248,18269,4,2,135.75,南,北,简装,中,11,NA,板楼,4,5个月,1,0,1,1,NA,2024-01-31,NA
小区物业负责 房子南北通 小三房 后期费用低,景兰苑,百步亭,96,10753,3,2,89.28,南,北,简装,高,11,NA,塔楼,7,3个月,0,0,1,1,NA,2024-01-31,NA
南北通透 楼栋楼层好，视野采光通风好,保利新武昌K4地块,白沙洲,238,19199,3,2,123.97,南,北,精装,低,33,NA,板楼,5,3个月,1,1,0,1,VR看装修,2024-01-31,NA
二环内次新小区，户型方正，地铁口，拎包入住,人和公寓,二七,95,11953,2,1,79.48,南,,精装,中,23,NA,板塔结合,9,NA,1,1,0,1,VR看装修,2024-01-31,NA
纯湖景视野 三面无遮挡.....,联投花山郡二期,光谷东,115,9789,3,1,117.48,东南,,毛坯,高,34,NA,板楼,1,5个月,0,1,0,1,VR看装修,2024-01-31,NA
老证 电梯房 双地铁之间 业主诚心 内环配套齐全,洪山花园,中南丁字桥,156,11851,3,2,131.64,南,北,简装,高,20,NA,板楼,2,5个月,1,0,1,1,VR看装修,2024-01-31,NA
摩卡小镇四期电梯洋房 精装交付一天未住,鼎鑫摩卡小镇,盘龙城,92,8536,3,2,107.78,南,北,精装,中,10,NA,板楼,8,NA,1,1,0,1,VR看装修,2024-01-31,NA
业主诚心出售，清江精装满二房，随时可看。,清能清江锦城一期,白沙洲,146,13106,3,2,111.4,南,北,精装,中,34,NA,塔楼,2,6个月,1,1,0,1,VR看装修,2024-01-31,NA
店长推荐关山大道，融科精装三居室，满五，拎包入住。,融科天域,关山大道,249,24463,3,2,101.79,南,,精装,中,33,NA,板塔结合,2,NA,0,0,1,1,VR看装修,2024-01-31,NA
海赋江城 满五唯一 30万婚房精装 高层 带怡康degree,海赋江城,百步亭,168,18071,3,1,92.97,南,,精装,高,28,NA,板塔结合,8,9个月,0,0,1,1,VR看装修,2024-01-31,NA
一期精装修四房，开发商精装修，品质好，景观好,融创观澜府,金银湖,185,13157,4,2,140.61,南,东,精装,低,43,NA,板楼,6,4个月,1,1,0,1,VR看装修,2024-01-31,NA
汉街旁小高层，集中供暖，小区环境好，满五唯一税少,东湖1号,中北路,251,26734,3,1,93.89,南,北,精装,低,22,NA,板塔结合,8,4个月,1,0,1,1,NA,2024-01-31,NA
此房户型通透，有阳台，楼层优秀，前后无遮档，采光好,天祥尚府,三环南,200,16190,4,2,123.54,南,,精装,低,34,NA,塔楼,0,10个月,0,0,1,1,VR看装修,2024-01-31,NA
金色港湾四期 小高层 13%低公摊 安静不吵 老证,金色港湾四期,沌口,129,10311,3,2,125.11,南,北,精装,中,11,NA,板楼,9,8个月,1,1,0,1,NA,2024-01-31,NA
满2年 地铁口 精装修三房两卫全新从未住过 采光好,光谷188国际社区,光谷东,230,17959,3,1,128.07,南,,精装,高,23,NA,板楼,37,10个月,1,1,0,1,NA,2024-01-31,NA
杨家湾刚需房，通透户型·，价格实惠,军休四中心,虎泉杨家湾,115,13263,3,2,86.71,南,北,简装,中,5,NA,塔楼,3,6个月,1,0,1,1,VR看装修,2024-01-31,NA
临地铁交通便利证满，税费少，精装大三房，拎包入住，,风荷苑,阳逻,56,4692,3,2,119.37,南,北,精装,中,11,NA,塔楼,2,5个月,0,0,1,1,NA,2024-01-31,NA
