property_title,property_name,property_region,price_ttl,price_sqm,houseinfo,followinfo,near_subway,two_year,taxfree,haskey,vr,create_date
汉口湖畔不临马路，东南朝向，中间楼层,汉口湖畔,盘龙城,65,"7,514元/平",2室2厅 | 86.51平米 | 南 | 毛坯 | 中楼层(共25层) | 板楼,4人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
业主急售，南北通透户型，老证，采光好，可随意装修,博学华府,沌口,100,"8,768元/平",3室2厅 | 114.06平米 | 南 北 | 毛坯 | 高楼层(共27层) | 板楼,2人关注 / 2个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
四季永兴 南北通透 户型方正 产证满两年 房东诚心卖,四季永兴,王家湾,68,"5,990元/平",3室2厅 | 113.53平米 | 南 北 | 毛坯 | 低楼层(共33层) | 暂无数据,6人关注 / 3个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
电梯房，好楼层，采光好，户型好，老证税费少,银湖水榭,金银湖,115,"9,730元/平",3室2厅 | 118.2平米 | 南 北 | 精装 | 高楼层(共6层) | 板楼,6人关注 / 2个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
汤逊湖旁，联投开发，满五唯一税费少，清水毛坯,联投龙湾一期,文化大道,100,"8,385元/平",3室2厅 | 119.27平米 | 南 | 毛坯 | 中楼层(共11层) | 板楼,3人关注 / 2个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
地铁口 奥莱旁 一线湖景大三房 南北双阳台诚心急售,汉口湖畔,盘龙城,98,"7,938元/平",3室2厅 | 123.46平米 | 南 | 精装 | 高楼层(共18层) | 板楼,7人关注 / 2个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
中间楼层，小两室 总价低 价格还可以谈,青宜居一期,青山,55,"9,090元/平",2室1厅 | 60.51平米 | 南 | 简装 | 高楼层(共18层) | 塔楼,1人关注 / 2个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
此房满五唯一，中高楼层，精装修拎包入住。。。,沿海翡丽公馆,金银湖,88,"9,288元/平",3室2厅 | 94.75平米 | 东南 | 精装 | 高楼层(共34层) | 板楼,1人关注 / 2个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
洪外旁鹿鸣苑 南北通透小3房 楼层好,鹿鸣苑,卓刀泉,148,"15,517元/平",3室2厅 | 95.38平米 | 南 北 | 精装 | 高楼层(共26层) | 板塔结合,2人关注 / 3个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
中信一期南北通透大三房老证中间楼层长春街七一在楼下,中信泰富滨江金融城九悦,二七,480,"38,952元/平",3室2厅 | 123.23平米 | 南 北 | 毛坯 | 中楼层(共30层) | 板楼,8人关注 / 2个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
恒温小区 中高楼层 视野无遮挡，南北边户,长航蓝晶绿洲一二期,徐东,154.9,"15,867元/平",3室2厅 | 97.63平米 | 南 北 | 精装 | 高楼层(共26层) | 板楼,71人关注 / 3个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
双地铁 14年次新小区 2梯4户小区中间的小户型,南湖名都B区,南湖沃尔玛,72,"14,326元/平",1室1厅 | 50.26平米 | 南 | 简装 | 高楼层(共18层) | 塔楼,13人关注 / 2个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
汉口内环，房东急售，正规两室房 老证，复式楼,安顺佳园,汉正街,78,"12,215元/平",2室1厅 | 63.86平米 | 南 | 其他 | 低楼层(共30层) | 塔楼,2人关注 / 2个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
阳光100，四期大三房，双阳台，产证两年，诚心卖,阳光100大湖第,藏龙岛,106,"8,244元/平",3室2厅 | 128.58平米 | 南 | 精装 | 低楼层(共26层) | 板楼,2人关注 / 2个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
白沙洲三环内精装三房户型方正满二诚心出售,湘龙鑫城,白沙洲,96,"9,749元/平",3室2厅 | 98.48平米 | 南 | 精装 | 中楼层(共18层) | 板楼,2人关注 / 2个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
中高楼层 小区中间 安静 拎包入住 保养好,万科汉阳国际B区,王家湾,105,"13,476元/平",2室2厅 | 77.92平米 | 南 | 其他 | 高楼层(共34层) | 板楼,2人关注 / 2个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
保利心语一期 视野好 产证满5年 业主二次装修全房暖气,保利心语一期,珞狮南路,218,"14,647元/平",4室2厅 | 148.84平米 | 南 | 精装 | 低楼层(共24层) | 板楼,3人关注 / 3个月以前发布,近地铁,NA,房本满五年,NA,VR看装修,2024-01-31
金地广场旁 满两年 双地铁 南北向边户大三居 户型方正,东方玉龙居,青山,140,"10,398元/平",3室2厅 | 134.65平米 | 东南 | 精装 | 中楼层(共23层) | 板楼,1人关注 / 3个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
老证满五，精装40万，边户南北朝向，中层，采光视野好,中铁世纪金桥,四新,130,"13,390元/平",3室2厅 | 97.09平米 | 南 | 精装 | 中楼层(共33层) | 板塔结合,2人关注 / 5个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
满二边户三阳台带装修三房 价格可谈,国创光谷上城,光谷东,208,"19,548元/平",3室2厅 | 106.41平米 | 南 北 | 简装 | 高楼层(共33层) | 板楼,5人关注 / 2个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
融侨城 精装通透大三房 业主诚心卖 随时可看,融侨城,杨园,258,"20,725元/平",3室2厅 | 124.49平米 | 东南 | 精装 | 低楼层(共33层) | 板塔结合,5人关注 / 2个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
正地铁口+南北通透+纯边户+小高层楼栋+看房方便,保利心语三期,珞狮南路,140,"16,268元/平",3室2厅 | 86.06平米 | 南 北 | 精装 | 高楼层(共18层) | 板塔结合,2人关注 / 2个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
永旺旁，精装修，拎包入住，地铁口，满五唯一,广电兰亭时代一期,四新,116,"15,220元/平",3室2厅 | 76.22平米 | 北 | 精装 | 高楼层(共32层) | 板塔结合,0人关注 / 3个月以前发布,NA,NA,房本满五年,NA,NA,2024-01-31
中北汉街畔 复地东湖东湖 高层满五 通透三居视野开阔,复地东湖国际五六期,中北路,530,"41,265元/平",3室2厅 | 128.44平米 | 南 | 简装 | 高楼层(共32层) | 板塔结合,5人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
徐东阿里旁 双地铁 精装2室2厅 带50平私人朝南露台,江南花园,杨园,99,"11,485元/平",2室2厅 | 86.2平米 | 南 | 精装 | 低楼层(共18层) | 板楼,0人关注 / 2个月以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
精装好房，小区中间，诚心出售。,后官湖庭,后官湖,79,"6,833元/平",3室2厅 | 115.62平米 | 南 | 精装 | 低楼层(共18层) | 板楼,0人关注 / 2个月以前发布,NA,房本满两年,NA,NA,NA,2024-01-31
老证不临三环 中间楼层 地铁在建12号线,广电兰亭时代一期,四新,100,"12,699元/平",2室2厅 | 78.75平米 | 南 | 精装 | 中楼层(共33层) | 板塔结合,4人关注 / 2个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
铁桥新家园 三房 公摊低 二环内 随时看房,铁桥新家园,七里庙,100,"7,841元/平",3室2厅 | 127.54平米 | 南 北 | 简装 | 低楼层(共11层) | 板楼,2人关注 / 2个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
武昌内环，一楼带60平院子洋房，采光充足，拎包入住,福星惠誉水岸星城B区,沙湖,570,"36,541元/平",4室2厅 | 155.99平米 | 南 | 精装 | 低楼层(共5层) | 板楼,7人关注 / 2个月以前发布,NA,房本满两年,NA,NA,VR看装修,2024-01-31
出门就是双地铁，业主诚心出售，看房方便， 户型方正,龙城.天居园,盘龙城,43,"7,736元/平",1室1厅 | 55.59平米 | 南 | 简装 | 高楼层(共6层) | 塔楼,9人关注 / 2个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
满五唯一 精装修，价格可谈 随时看房 诚心出售,保利海上五月花一期,庙山,60,"7,973元/平",2室1厅 | 75.26平米 | 东南 | 精装 | 低楼层(共24层) | 板楼,2人关注 / 2个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
东风公司阳光城精致装修大复式楼,东风阳光城一、二期,沌口,205,"10,003元/平",5室2厅 | 204.95平米 | 南 | 精装 | 中楼层(共5层) | 板楼,11人关注 / 一年前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
东湖风景区 省博地铁口 黄鹂小区 中间楼层 通透户型,黄鹂小区,中北路,100,"12,560元/平",2室2厅 | 79.62平米 | 西南 | 简装 | 中楼层(共7层) | 板楼,2人关注 / 2个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
店长推荐！幸福时代全南两房 楼层采光好 看房随时,幸福时代,百步亭,130,"15,607元/平",2室2厅 | 83.3平米 | 南 | 简装 | 高楼层(共32层) | 板楼,2人关注 / 2个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
阳光城北区优质三房，价格优，好楼层看房方便。,金地阳光城北区,民族大道,145,"13,572元/平",3室2厅 | 106.84平米 | 南 北 | 精装 | 中楼层(共7层) | 板楼,5人关注 / 2个月以前发布,NA,房本满两年,NA,NA,NA,2024-01-31
户型方正两房，证满，中间楼层，采光好,江南花山郡,纸坊,73,"8,725元/平",2室2厅 | 83.67平米 | 南 | 简装 | 低楼层(共25层) | 板塔结合,1人关注 / 2个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
证满二，采光好，楼层好，诚意出售,绿地香树花城派克公馆,青山,100,"12,060元/平",2室2厅 | 82.92平米 | 南 | 精装 | 中楼层(共34层) | 板楼,7人关注 / 2个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
业主自住装修 高楼层 采光好 满五唯一没有个税,万科金色城市23地块,白沙洲,99,"10,646元/平",3室2厅 | 93平米 | 南 | 精装 | 高楼层(共34层) | 板楼,3人关注 / 2个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
塔子湖 8号线中一路地铁站 融创品质 精装三房 老证,融创公园壹号三期,塔子湖,205,"19,577元/平",3室2厅 | 104.72平米 | 南 北 | 精装 | 中楼层(共48层) | 板塔结合,11人关注 / 2个月以前发布,近地铁,房本满两年,NA,NA,VR看装修,2024-01-31
武胜路地铁 凯德广场 高层两房采光视野好 明厨明卫,江山如画四期,集贤,167,"20,216元/平",2室2厅 | 82.61平米 | 南 | 简装 | 中楼层(共33层) | 板楼,2人关注 / 2个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
老证 后期费用低 精装 中间楼层 交通方便 配套齐全,美联奥林匹克花园二期,常青花园,89,"14,493元/平",2室1厅 | 61.41平米 | 南 | 精装 | 中楼层(共33层) | 板楼,0人关注 / 2个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
茉莉公馆大阳台，30万精装修，环保实木，全屋暖气,保利茉莉公馆,关山大道,206,"22,869元/平",3室2厅 | 90.08平米 | 南 | 精装 | 低楼层(共34层) | 板塔结合,3人关注 / 2个月以前发布,NA,NA,房本满五年,NA,NA,2024-01-31
业主急售置换 双地铁口 满五年 中装大两居,歌林花园,盘龙城,73,"7,612元/平",2室2厅 | 95.91平米 | 南 | 简装 | 高楼层(共18层) | 板楼,4人关注 / 2个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
鹦鹉花园 两房临地铁 交通便利采光 视野佳,鹦鹉花园,钟家村,159,"17,463元/平",2室1厅 | 91.05平米 | 东南 | 简装 | 低楼层(共6层) | 板楼,0人关注 / 2个月以前发布,NA,NA,NA,随时看房,NA,2024-01-31
东立国际三房两卫 高楼层 全新装修一次未住 诚心出售,东立国际,二七,176,"17,662元/平",3室2厅 | 99.65平米 | 东南 | 精装 | 高楼层(共18层) | 塔楼,3人关注 / 2个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
急售 近地铁 户型方正 采光好,汀香水榭,金银湖,98,"6,847元/平",4室2厅 | 143.13平米 | 南 | 简装 | 高楼层(共6层) | 板楼,8人关注 / 2个月以前发布,NA,NA,NA,随时看房,NA,2024-01-31
三环内 双地铁口，通透三房，单价低，2014年底建成,明泽第六区,珞狮南路,103.8,"10,139元/平",3室2厅 | 102.38平米 | 南 北 | 毛坯 | 低楼层(共33层) | 板楼,8人关注 / 2个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
华润央企，南北通透， 自住精装修，采光无遮挡,华润翡翠城三期,长丰常码头,155,"12,619元/平",3室1厅 | 122.84平米 | 南 北 | 精装 | 高楼层(共56层) | 板楼,3人关注 / 2个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
山海观 精装修 小三房 1月证满两年小区环境好依山傍水,山海观,盘龙城,77,"8,676元/平",3室2厅 | 88.76平米 | 南 北 | 精装 | 中楼层(共34层) | 塔楼,1人关注 / 2个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
单价低 采光好，中间楼层，总价低。,丹亭懿府,百步亭,198,"12,852元/平",4室2厅 | 154.07平米 | 南 北 | 毛坯 | 中楼层(共34层) | 板楼,3人关注 / 2个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
华科旁华润琨瑜府通透三房，楼层佳满五税费低随时看房,琨瑜府三期,关山大道,315,"24,531元/平",3室2厅 | 128.41平米 | 南 北 | 毛坯 | 低楼层(共57层) | 板塔结合,3人关注 / 2个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
楼层 楼栋好 主力小三房 当毛坯买也华算,幸福湾星澜,堤角,111.2,"11,376元/平",3室2厅 | 97.75平米 | 南 | 简装 | 中楼层(共46层) | 板楼,3人关注 / 6个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
碧桂园生态城依云精装三房两卫，中间好楼层，满二,碧桂园生态城依云,光谷东,128,"10,073元/平",3室2厅 | 127.08平米 | 南 | 精装 | 中楼层(共18层) | 板楼,7人关注 / 4个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
店长推荐//汇龙花园3房 //老证 免增值税// 育才行知旁,汇龙花园,后湖,105,"9,576元/平",3室2厅 | 109.65平米 | 南 | 简装 | 高楼层(共6层) | 板楼,1人关注 / 10个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
东湖边电梯房！港式园林小区，弧形落地大阳台，观湖！,东湖香榭水岸,中北路,368,"21,595元/平",4室2厅 | 170.41平米 | 南 北 | 精装 | 中楼层(共22层) | 塔楼,4人关注 / 3个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
房子满五唯一无个税，中高层 视野好,东方明珠,后湖,168,"12,952元/平",3室2厅 | 129.71平米 | 南 北 | 简装 | 高楼层(共18层) | 板楼,6人关注 / 6个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
安普顿精装三房 小区中间位置 看房方便,当代安普顿小镇,三环南,198,"17,024元/平",3室2厅 | 116.31平米 | 南 | 精装 | 低楼层(共33层) | 板楼,0人关注 / 3个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
保利心语八期精装小三房，满五年唯一，看房方便！,保利心语八期,珞狮南路,159,"16,460元/平",3室2厅 | 96.6平米 | 南 | 精装 | 高楼层(共32层) | 板塔结合,5人关注 / 4个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
锦城大四房，楼层好，诚售随时可看房,中国核建锦城,蔡甸城区,105,"6,303元/平",4室2厅 | 166.6平米 | 南 北 | 精装 | 高楼层(共33层) | 板楼,4人关注 / 6个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
绿地光谷城 双公园双地铁 满二精装修 采光视野好,绿地光谷中心城,光谷东,305,"17,570元/平",4室2厅 | 173.6平米 | 南 | 精装 | 低楼层(共26层) | 板楼,92人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
业主诚心出售，带家具家电，看小区园林，婚房装修,融创观澜壹号西区,金银湖,108,"10,420元/平",3室2厅 | 103.65平米 | 南 | 精装 | 低楼层(共47层) | 板楼,2人关注 / 一年前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
东湖旁中间楼层 通透大三房 集中供暖 光线好,华中电力梨园小区西区北区,东湖东亭,156,"12,597元/平",3室1厅 | 123.84平米 | 南 | 精装 | 中楼层(共5层) | 塔楼,3人关注 / 3个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
地铁口 自住精装修 复式楼 拎包入住,东原启城一期,白沙洲,203,"17,485元/平",4室2厅 | 116.1平米 | 南 | 精装 | 中楼层(共48层) | 塔楼,16人关注 / 10个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
总监推荐纽宾凯锦城楼层好，提前预约，看房方便。,汉City国际社区牵手里,四新,145,"15,870元/平",3室2厅 | 91.37平米 | 南 | 精装 | 高楼层(共33层) | 板塔结合,0人关注 / 3个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
精装 永旺旁 地铁2号金银潭站 配套齐全 交通方便,美联奥林匹克花园六期,常青花园,155,"15,700元/平",3室2厅 | 98.73平米 | 南 北 | 精装 | 中楼层(共26层) | 板楼,0人关注 / 10个月以前发布,近地铁,房本满两年,NA,NA,NA,2024-01-31
